Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR3216883_1	(1.0, 1.1051004636785162)	(2.0, 0.6568778979907265)	(3.0, 0.40571870170015456)	(4.0, 0.3091190108191654)	(5.0, 0.2511591962905719)	(6.0, 0.16228748068006182)	(7.0, 0.21638330757341576)	(8.0, 0.1545595054095827)	(9.0, 0.20865533230293665)	('>10', 6.843122102009273)	('>50', 1.6537867078825346)	('>100', 2.8361669242658425)	('>500', 0.0)	('>1k', 7.2642967542503865)	('>5k', 0.0)	('>10k+', 77.93276661514683)
SRR3216884_1	(1.0, 1.776740847092606)	(2.0, 1.202440775305097)	(3.0, 0.8614501076812634)	(4.0, 0.8973438621679828)	(5.0, 0.5832735104091888)	(6.0, 0.4845656855707107)	(7.0, 0.18844221105527637)	(8.0, 0.3589375448671931)	(9.0, 0.40380473797559224)	('>10', 5.805814788226849)	('>50', 0.5204594400574301)	('>100', 5.23151471643934)	('>500', 19.005743000717874)	('>1k', 0.0)	('>5k', 62.6794687724336)	('>10k+', 0.0)
SRR3216885_1	(1.0, 1.445466491458607)	(2.0, 0.640604467805519)	(3.0, 0.5420499342969777)	(4.0, 0.6241787122207622)	(5.0, 0.492772667542707)	(6.0, 0.8377135348226018)	(7.0, 0.45992115637319314)	(8.0, 0.45992115637319314)	(9.0, 0.6652431011826544)	('>10', 6.2664257555847565)	('>50', 1.5768725361366622)	('>100', 0.9198423127463863)	('>500', 0.0)	('>1k', 11.637647831800264)	('>5k', 73.43134034165571)	('>10k+', 0.0)
SRR3216886_1	(1.0, 2.4159429971053217)	(2.0, 1.291471832553997)	(3.0, 1.0354041416165665)	(4.0, 0.7570696949454465)	(5.0, 0.946337118681808)	(6.0, 0.46760187040748163)	(7.0, 0.389668225339568)	(8.0, 0.5344021376085505)	(9.0, 0.501002004008016)	('>10', 5.377421509686039)	('>50', 0.0)	('>100', 10.409708305499889)	('>500', 15.130260521042086)	('>1k', 0.0)	('>5k', 60.74370964150523)	('>10k+', 0.0)
SRR3216887_1	(1.0, 3.566033664220975)	(2.0, 1.8990073370738023)	(3.0, 1.2624082865774708)	(4.0, 1.0574018126888218)	(5.0, 0.8631851532153647)	(6.0, 0.5179110919292188)	(7.0, 0.6797583081570997)	(8.0, 0.43159257660768235)	(9.0, 0.6797583081570997)	('>10', 7.31009926629262)	('>50', 5.384117393180837)	('>100', 10.061501942166595)	('>500', 11.210617177384549)	('>1k', 27.97259387138541)	('>5k', 27.104013810962453)	('>10k+', 0.0)
SRR3216888_1	(1.0, 2.5159982511228582)	(2.0, 1.5024444532771573)	(3.0, 1.0970229341388769)	(4.0, 0.9380341031042569)	(5.0, 0.8148177590524266)	(6.0, 0.7154497396557892)	(7.0, 0.3616995906037601)	(8.0, 0.4451687268969355)	(9.0, 0.5008148177590525)	('>10', 7.679160538972137)	('>50', 3.299018243968361)	('>100', 7.587741961127231)	('>500', 5.063794268452641)	('>1k', 47.211733375730354)	('>5k', 20.26710123613816)	('>10k+', 0.0)
SRR3216889_1	(1.0, 1.342565994375737)	(2.0, 0.8829488071119712)	(3.0, 0.5987118623567476)	(4.0, 0.5079979438178464)	(5.0, 0.4838075655408062)	(6.0, 0.27214175561670345)	(7.0, 0.31749871488615405)	(8.0, 0.16933264793928215)	(9.0, 0.3265701067400441)	('>10', 5.627286746696501)	('>50', 2.186205436787518)	('>100', 5.197907532279037)	('>500', 2.6972271778899946)	('>1k', 6.727948958301836)	('>5k', 16.141029905355143)	('>10k+', 56.52081884430468)
SRR3216890_1	(1.0, 1.1640571817562968)	(2.0, 0.6398910823689585)	(3.0, 0.44928522804628995)	(4.0, 0.13614703880190604)	(5.0, 0.5105513955071478)	(6.0, 0.2042205582028591)	(7.0, 0.19060585432266847)	(8.0, 0.5445881552076242)	(9.0, 0.4288631722260041)	('>10', 5.847515316541865)	('>50', 0.34717494894486045)	('>100', 4.2545949625595645)	('>500', 5.425459496255956)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 79.85704560925801)
SRR3216891_1	(1.0, 1.4169813437020975)	(2.0, 0.8075672037985568)	(3.0, 0.6281078251766553)	(4.0, 0.32900886080681946)	(5.0, 0.46734213182786855)	(6.0, 0.4037836018992784)	(7.0, 0.31405391258832765)	(8.0, 0.358918757243803)	(9.0, 0.4037836018992784)	('>10', 6.180132351291734)	('>50', 2.007701798332523)	('>100', 5.0248626014132425)	('>500', 3.024638277189965)	('>1k', 5.903465809249635)	('>5k', 23.19512468688077)	('>10k+', 49.53452723669945)
SRR3216892_1	(1.0, 1.277777777777778)	(2.0, 0.7083333333333333)	(3.0, 0.5)	(4.0, 0.3888888888888889)	(5.0, 0.4166666666666667)	(6.0, 0.4166666666666667)	(7.0, 0.43750000000000006)	(8.0, 0.4444444444444444)	(9.0, 0.1875)	('>10', 6.263888888888888)	('>50', 0.3611111111111111)	('>100', 3.5277777777777777)	('>500', 6.423611111111111)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 78.64583333333334)
SRR3216893_1	(1.0, 1.81038719895145)	(2.0, 1.3161487630386108)	(3.0, 0.9502484845175031)	(4.0, 0.8847141062749166)	(5.0, 0.5597728141554257)	(6.0, 0.8027961334716838)	(7.0, 0.45874064769810496)	(8.0, 0.5242750259406913)	(9.0, 0.516083228660368)	('>10', 6.083774780186773)	('>50', 1.542788487794222)	('>100', 9.34957129594233)	('>500', 0.0)	('>1k', 58.47304898694774)	('>5k', 16.727650046420184)	('>10k+', 0.0)
SRR3216894_1	(1.0, 2.2679614156208663)	(2.0, 1.6066070910088073)	(3.0, 1.2678646320611673)	(4.0, 0.9162176984869503)	(5.0, 0.709746104461722)	(6.0, 0.7549117656547408)	(7.0, 0.5645707649127335)	(8.0, 0.3097073910378424)	(9.0, 0.26131561118817953)	('>10', 5.539245733458077)	('>50', 2.851888892473465)	('>100', 12.317321031067523)	('>500', 1.7291995999612866)	('>1k', 38.171435945414075)	('>5k', 30.732006323192568)	('>10k+', 0.0)
SRR3216895_1	(1.0, 2.0793324945367857)	(2.0, 1.2714389775511556)	(3.0, 0.8244487120058274)	(4.0, 0.6754519568240515)	(5.0, 0.6787629958280909)	(6.0, 0.49665585060592016)	(7.0, 0.37083636845242035)	(8.0, 0.37083636845242035)	(9.0, 0.3575922124362625)	('>10', 7.2180650288060395)	('>50', 3.364015628104099)	('>100', 10.052314416263822)	('>500', 6.251241639626515)	('>1k', 28.762995828090855)	('>5k', 0.0)	('>10k+', 37.22601152241574)
SRR3216896_1	(1.0, 1.2392206962631747)	(2.0, 0.6898754391568189)	(3.0, 0.44075375279463436)	(4.0, 0.4599169594378793)	(5.0, 0.2235707441711913)	(6.0, 0.38326413286489935)	(7.0, 0.2235707441711913)	(8.0, 0.4599169594378793)	(9.0, 0.34493771957840946)	('>10', 6.956244011497923)	('>50', 2.4017885659533693)	('>100', 3.078888534014692)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 83.09805174065794)
SRR3216897_1	(1.0, 2.852432618947207)	(2.0, 1.9246252348272823)	(3.0, 1.4147145650423647)	(4.0, 1.0734961469156157)	(5.0, 0.7284438139784534)	(6.0, 0.8281255990491891)	(7.0, 0.48307326611202694)	(8.0, 0.36805582179963964)	(9.0, 0.48307326611202694)	('>10', 7.000728443813979)	('>50', 2.7719204079285356)	('>100', 18.494805045431892)	('>500', 3.2243223555572595)	('>1k', 37.92125138979412)	('>5k', 20.430932024690414)	('>10k+', 0.0)
SRR3216898_1	(1.0, 0.7866761162296244)	(2.0, 0.3118355776045358)	(3.0, 0.48901488306165836)	(4.0, 0.2551381998582566)	(5.0, 0.24805102763997164)	(6.0, 0.21261516654854712)	(7.0, 0.148830616583983)	(8.0, 0.3968816442239546)	(9.0, 0.446491849751949)	('>10', 5.7051736357193485)	('>50', 0.3827072997873848)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 90.61658398299079)
SRR3216899_1	(1.0, 2.99956624737246)	(2.0, 2.115378198925628)	(3.0, 1.5915384872042975)	(4.0, 1.267892295886023)	(5.0, 0.7674084948783825)	(6.0, 0.7206966734510026)	(7.0, 0.5371859464148677)	(8.0, 0.42707951019318674)	(9.0, 0.39037736478595975)	('>10', 5.1416369156851625)	('>50', 4.090620933569117)	('>100', 8.885255747222315)	('>500', 15.448266657769178)	('>1k', 55.61709652664242)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216900_1	(1.0, 3.0871496596465438)	(2.0, 2.1411907577258638)	(3.0, 1.6106867789460226)	(4.0, 1.0865744143683487)	(5.0, 0.7350356332491771)	(6.0, 0.8053433894730113)	(7.0, 0.6487488415199258)	(8.0, 0.23009811127800323)	(9.0, 0.2876226390975041)	('>10', 7.113866607011602)	('>50', 1.8120226263142758)	('>100', 14.010418331149532)	('>500', 16.12923843916781)	('>1k', 50.302003771052384)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216901_1	(1.0, 0.982891544061185)	(2.0, 0.5651626378351814)	(3.0, 0.3409405043462235)	(4.0, 0.18429216451147218)	(5.0, 0.13821912338360412)	(6.0, 0.12900451515803052)	(7.0, 0.17200602021070738)	(8.0, 0.17200602021070738)	(9.0, 0.13821912338360412)	('>10', 6.226003624412569)	('>50', 2.598519519611758)	('>100', 0.6634517922412999)	('>500', 3.0592499308904384)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 84.63003347974322)
SRR3216902_1	(1.0, 0.6604724056867793)	(2.0, 0.6156946154707266)	(3.0, 0.4869584685995746)	(4.0, 0.17911116086421133)	(5.0, 0.16791671331019814)	(6.0, 0.2350833986342774)	(7.0, 0.1959028321952312)	(8.0, 0.268666741296317)	(9.0, 0.3526250979514161)	('>10', 4.819209672002687)	('>50', 0.0)	('>100', 0.6996529721258256)	('>500', 0.0)	('>1k', 10.953766931601926)	('>5k', 0.0)	('>10k+', 80.36493899026082)
SRR3216903_1	(1.0, 0.9736945425991362)	(2.0, 0.6124852767962309)	(3.0, 0.22379269729093051)	(4.0, 0.2198665096191598)	(5.0, 0.21594032194738907)	(6.0, 0.16489988221436985)	(7.0, 0.13741656851197487)	(8.0, 0.06281900274833137)	(9.0, 0.17667844522968199)	('>10', 7.279151943462897)	('>50', 1.558696505692972)	('>100', 2.81900274833137)	('>500', 3.5021594032194736)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 82.05339615233608)
SRR3216904_1	(1.0, 0.9035935219295197)	(2.0, 0.5838604295544588)	(3.0, 0.37533884757072355)	(4.0, 0.25022589838048237)	(5.0, 0.24327517898102452)	(6.0, 0.2919302147772294)	(7.0, 0.2919302147772294)	(8.0, 0.16681726558698826)	(9.0, 0.31278237297560296)	('>10', 4.712587752832418)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 10.453881976784597)	('>5k', 0.0)	('>10k+', 81.41377632584972)
SRR3216905_1	(1.0, 3.8599105812220564)	(2.0, 2.2950819672131146)	(3.0, 1.698956780923994)	(4.0, 0.9339294585196225)	(5.0, 0.7699950322901143)	(6.0, 0.804769001490313)	(7.0, 0.45206159960258324)	(8.0, 0.39741679085941384)	(9.0, 0.49180327868852464)	('>10', 6.721311475409836)	('>50', 5.424739195230998)	('>100', 26.43318430203676)	('>500', 2.642821659215102)	('>1k', 47.07401887729756)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216906_1	(1.0, 2.7890167733825666)	(2.0, 1.8383941548493539)	(3.0, 1.3552264603056134)	(4.0, 0.8013512982676669)	(5.0, 0.7267156381348941)	(6.0, 0.5656597399536474)	(7.0, 0.5774443178693484)	(8.0, 0.5028086577365755)	(9.0, 0.6717209411949562)	('>10', 7.1335978316376645)	('>50', 4.250304434929489)	('>100', 12.554503672860118)	('>500', 13.379424126959186)	('>1k', 20.59158581136819)	('>5k', 32.26224614055073)	('>10k+', 0.0)
SRR3216907_1	(1.0, 3.755431409062694)	(2.0, 2.265673494723774)	(3.0, 1.536312849162011)	(4.0, 0.931098696461825)	(5.0, 0.931098696461825)	(6.0, 0.5586592178770949)	(7.0, 0.8690254500310366)	(8.0, 0.4965859714463066)	(9.0, 0.41899441340782123)	('>10', 8.34885164494103)	('>50', 1.0552451893234016)	('>100', 12.895716945996275)	('>500', 0.0)	('>1k', 65.9373060211049)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216908_1	(1.0, 1.1707813693051667)	(2.0, 0.8780860269788751)	(3.0, 0.5535759735301604)	(4.0, 0.48358360906082976)	(5.0, 0.6362942224484602)	(6.0, 0.6490201068974294)	(7.0, 0.4454059557139221)	(8.0, 0.7126495291422754)	(9.0, 0.3435988801221685)	('>10', 3.7986765080173077)	('>50', 1.4316620005090355)	('>100', 4.250445405955714)	('>500', 5.4912191397302115)	('>1k', 0.0)	('>5k', 79.15500127258845)	('>10k+', 0.0)
SRR3216909_1	(1.0, 0.9373451121023937)	(2.0, 0.43733053441791303)	(3.0, 0.3454911221901513)	(4.0, 0.23324295168955364)	(5.0, 0.16035452928656813)	(6.0, 0.18367882445552347)	(7.0, 0.10204379136417971)	(8.0, 0.22158080410507597)	(9.0, 0.22303857255313564)	('>10', 3.5467506341292747)	('>50', 3.47094667483017)	('>100', 3.11962447884778)	('>500', 5.0395055249424185)	('>1k', 1.5087903437418)	('>5k', 8.565847400798857)	('>10k+', 71.90442870054521)
SRR3216910_1	(1.0, 1.2308297286669287)	(2.0, 0.849390483680692)	(3.0, 0.6252457727093983)	(4.0, 0.44042469524184036)	(5.0, 0.4128981517892253)	(6.0, 0.37750688163586316)	(7.0, 0.24773889107353517)	(8.0, 0.37750688163586316)	(9.0, 0.3893039716869839)	('>10', 4.305937868659064)	('>50', 1.6319307904050333)	('>100', 1.3094769956744003)	('>500', 2.5481714510420765)	('>1k', 14.644121116791192)	('>5k', 29.81124655918207)	('>10k+', 40.79826976012584)
SRR3216911_1	(1.0, 3.482616733257797)	(2.0, 2.6238893195777924)	(3.0, 1.9321366807800107)	(4.0, 1.3357981990577852)	(5.0, 0.8050569503250045)	(6.0, 0.8229471047766713)	(7.0, 0.4174369372055579)	(8.0, 0.5724849424533365)	(9.0, 0.42936370684000236)	('>10', 5.510167571113364)	('>50', 3.41105611545113)	('>100', 12.141451487864511)	('>500', 17.019500268352317)	('>1k', 49.49609398294472)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216912_1	(1.0, 2.4002012144730696)	(2.0, 1.8899788006180158)	(3.0, 1.26118357227552)	(4.0, 1.0923071395206783)	(5.0, 0.8264165858215659)	(6.0, 0.754554274010995)	(7.0, 0.6287952283424958)	(8.0, 0.4886637203118824)	(9.0, 0.22636628220329846)	('>10', 5.030361826739966)	('>50', 1.1390176421975495)	('>100', 6.852071431137939)	('>500', 9.575653048758578)	('>1k', 67.83442923358845)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216913_1	(1.0, 2.9843145243430436)	(2.0, 1.670401303727847)	(3.0, 1.1000203707476064)	(4.0, 0.8963128946832349)	(5.0, 0.7639030352413934)	(6.0, 0.7333469138317377)	(7.0, 0.4990833163577103)	(8.0, 0.7333469138317377)	(9.0, 0.458341821144836)	('>10', 8.65756773273579)	('>50', 0.5500101853738032)	('>100', 6.7630882053371355)	('>500', 0.0)	('>1k', 13.281727439397025)	('>5k', 60.908535343247095)	('>10k+', 0.0)
SRR3216914_1	(1.0, 1.7670794490051482)	(2.0, 1.2522610268540422)	(3.0, 0.9600667872547656)	(4.0, 0.6957005704744678)	(5.0, 0.800055656045638)	(6.0, 0.41742034228468067)	(7.0, 0.4382913593989147)	(8.0, 0.2226241825518297)	(9.0, 0.3756783080562126)	('>10', 4.00027828022819)	('>50', 1.1548629469876166)	('>100', 3.144566578544594)	('>500', 3.55502991512453)	('>1k', 32.63531376095729)	('>5k', 48.580770836232084)	('>10k+', 0.0)
SRR3216915_1	(1.0, 0.8561888181740347)	(2.0, 0.4509261109049916)	(3.0, 0.28254230999743146)	(4.0, 0.30822797454265244)	(5.0, 0.29966608636091213)	(6.0, 0.11986643454436484)	(7.0, 0.1598219127258198)	(8.0, 0.13699021090784552)	(9.0, 0.3339136390878735)	('>10', 5.733611119038786)	('>50', 1.9235708781643313)	('>100', 1.2871371899882986)	('>500', 0.0)	('>1k', 10.5539541653586)	('>5k', 0.0)	('>10k+', 77.55358315020405)
SRR3216916_1	(1.0, 1.5990215618771515)	(2.0, 0.9874977350969378)	(3.0, 0.9512592861025548)	(4.0, 0.8334843268708099)	(5.0, 0.905961224859576)	(6.0, 0.6522920818988948)	(7.0, 0.41221235731110706)	(8.0, 0.5435767349157455)	(9.0, 0.529987316542852)	('>10', 3.2161623482514945)	('>50', 1.4585975720239173)	('>100', 1.1505707555716616)	('>500', 3.420003623844899)	('>1k', 34.974633085703935)	('>5k', 48.364739989128466)	('>10k+', 0.0)
SRR3216917_1	(1.0, 3.279901356350185)	(2.0, 2.4332100287710645)	(3.0, 1.504315659679408)	(4.0, 1.2166050143855323)	(5.0, 0.7398273736128237)	(6.0, 0.7398273736128237)	(7.0, 0.5754212905877518)	(8.0, 0.4603370324702014)	(9.0, 0.2959309494451295)	('>10', 8.738183312782573)	('>50', 4.7184545828195645)	('>100', 14.771886559802713)	('>500', 11.171393341553637)	('>1k', 49.354706124126594)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216918_1	(1.0, 2.5450939654358296)	(2.0, 1.57710831995467)	(3.0, 1.1332514873925772)	(4.0, 0.7932760411748041)	(5.0, 0.6374539616583247)	(6.0, 0.6799508924355463)	(7.0, 0.49579752573425256)	(8.0, 0.4533005949570309)	(9.0, 0.3824723769949948)	('>10', 6.931721597884597)	('>50', 5.930682784021154)	('>100', 8.924355463216546)	('>500', 9.996222495042025)	('>1k', 27.11776371706488)	('>5k', 32.401548777032765)	('>10k+', 0.0)
SRR3216919_1	(1.0, 1.6027874564459932)	(2.0, 0.9510145521623283)	(3.0, 0.5779872924779668)	(4.0, 0.6394753023160483)	(5.0, 0.7378561180569789)	(6.0, 0.5902848944455831)	(7.0, 0.40172166427546624)	(8.0, 0.4263168682106989)	(9.0, 0.29514244722279154)	('>10', 6.263578602172576)	('>50', 2.147981143676983)	('>100', 3.7220741955318717)	('>500', 2.5210084033613445)	('>1k', 13.818405410944864)	('>5k', 23.77946300471408)	('>10k+', 41.524902643984426)
SRR3216920_1	(1.0, 2.1637426900584797)	(2.0, 1.6374269005847955)	(3.0, 1.1111111111111112)	(4.0, 0.8966861598440545)	(5.0, 0.43859649122807015)	(6.0, 0.7017543859649122)	(7.0, 0.5458089668615985)	(8.0, 0.23391812865497078)	(9.0, 0.3508771929824561)	('>10', 3.9473684210526314)	('>50', 0.6237816764132553)	('>100', 5.701754385964912)	('>500', 9.600389863547758)	('>1k', 72.046783625731)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216921_1	(1.0, 1.2466032608695652)	(2.0, 0.7269021739130435)	(3.0, 0.499320652173913)	(4.0, 0.6114130434782609)	(5.0, 0.2547554347826087)	(6.0, 0.4483695652173913)	(7.0, 0.45176630434782605)	(8.0, 0.46195652173913043)	(9.0, 0.4279891304347826)	('>10', 6.127717391304348)	('>50', 1.6983695652173911)	('>100', 4.0896739130434785)	('>500', 0.0)	('>1k', 11.518342391304348)	('>5k', 32.584918478260875)	('>10k+', 38.85190217391305)
SRR3216922_1	(1.0, 1.3986259113853057)	(2.0, 0.7992148065058889)	(3.0, 0.7256029164329781)	(4.0, 0.532809871003926)	(5.0, 0.630959057767807)	(6.0, 0.4206393718452047)	(7.0, 0.6134324172742569)	(8.0, 0.47672462142456534)	(9.0, 0.3470274817722939)	('>10', 4.697139652271452)	('>50', 1.0130398205272013)	('>100', 1.072630398205272)	('>500', 8.230510375771171)	('>1k', 20.089035333707237)	('>5k', 58.95260796410544)	('>10k+', 0.0)
SRR3216923_1	(1.0, 3.6263269639065814)	(2.0, 2.8365180467091298)	(3.0, 1.4012738853503186)	(4.0, 1.019108280254777)	(5.0, 1.0615711252653928)	(6.0, 0.5605095541401274)	(7.0, 0.41613588110403393)	(8.0, 0.4076433121019108)	(9.0, 0.22929936305732482)	('>10', 6.072186836518047)	('>50', 4.56900212314225)	('>100', 19.787685774946922)	('>500', 14.029723991507431)	('>1k', 43.983014861995755)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216924_1	(1.0, 1.9276418105917983)	(2.0, 1.5879512155193583)	(3.0, 0.9454039453220922)	(4.0, 0.9003847098305641)	(5.0, 0.6548252435131374)	(6.0, 0.564786772530081)	(7.0, 0.601620692477695)	(8.0, 0.5238601948105099)	(9.0, 0.5156748792665957)	('>10', 7.317672096259311)	('>50', 2.7993779160186625)	('>100', 8.496357534582959)	('>500', 14.152410575427682)	('>1k', 6.769255954817058)	('>5k', 52.24277645903249)	('>10k+', 0.0)
SRR3216925_1	(1.0, 1.749826115605667)	(2.0, 1.1201815719149248)	(3.0, 0.9005381264414102)	(4.0, 0.6150016473258411)	(5.0, 0.494197752315408)	(6.0, 0.4392868909470294)	(7.0, 0.30750082366292053)	(8.0, 0.32214372002782155)	(9.0, 0.4612512354943808)	('>10', 7.405644836548669)	('>50', 2.064648387451038)	('>100', 3.898671157154885)	('>500', 5.344657173188857)	('>1k', 23.820331661602665)	('>5k', 0.0)	('>10k+', 51.05611890031848)
SRR3216926_1	(1.0, 1.3979735795818904)	(2.0, 1.2568936770552777)	(3.0, 1.0003847633705272)	(4.0, 0.461716044632551)	(5.0, 0.7695267410542517)	(6.0, 1.0003847633705272)	(7.0, 0.8080030781069641)	(8.0, 0.20520713094780044)	(9.0, 0.34628703347441325)	('>10', 3.898935488008208)	('>50', 0.0)	('>100', 3.37309221495447)	('>500', 0.0)	('>1k', 85.48159548544312)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216927_1	(1.0, 0.9629969311086811)	(2.0, 0.6208331863557798)	(3.0, 0.39154820275847474)	(4.0, 0.29630674803344037)	(5.0, 0.3527461286112385)	(6.0, 0.3386362834667889)	(7.0, 0.19753783202229358)	(8.0, 0.16931814173339446)	(9.0, 0.15873575787505734)	('>10', 6.599880066316271)	('>50', 1.2028642985643232)	('>100', 4.659776358954461)	('>500', 0.0)	('>1k', 9.033828353733817)	('>5k', 0.0)	('>10k+', 75.01499171046598)
SRR3216928_1	(1.0, 1.0943065090589996)	(2.0, 0.6503897176482734)	(3.0, 0.46456408403448096)	(4.0, 0.28906209673256594)	(5.0, 0.2839002735766273)	(6.0, 0.40262220616321687)	(7.0, 0.4697259071904197)	(8.0, 0.3716512672275848)	(9.0, 0.3251948588241367)	('>10', 4.000412945852475)	('>50', 1.6879161719919475)	('>100', 5.012130284416456)	('>500', 0.0)	('>1k', 23.31079337221907)	('>5k', 0.0)	('>10k+', 61.637330305063756)
SRR3216929_1	(1.0, 3.976393743196012)	(2.0, 2.9335930785538302)	(3.0, 1.925170457800951)	(4.0, 1.3063656677935025)	(5.0, 0.9740445768635765)	(6.0, 0.5844267461181458)	(7.0, 0.4010771787085315)	(8.0, 0.5500487022288432)	(9.0, 0.4641035925055864)	('>10', 8.290838251303501)	('>50', 4.749899730705323)	('>100', 11.442158941156249)	('>500', 21.26282014553372)	('>1k', 41.139059187532226)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216930_1	(1.0, 3.5683470972513254)	(2.0, 2.613090102304943)	(3.0, 1.663996055713053)	(4.0, 1.1339824972266732)	(5.0, 0.5546653519043511)	(6.0, 0.6286207321582645)	(7.0, 0.5176876617773942)	(8.0, 0.6409466288672501)	(9.0, 0.16639960557130531)	('>10', 7.55577468260816)	('>50', 3.46973992357944)	('>100', 15.062245778380376)	('>500', 10.07642055959571)	('>1k', 52.34808332306176)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216931_1	(1.0, 1.6535087719298247)	(2.0, 1.0526315789473684)	(3.0, 0.6052631578947368)	(4.0, 0.5789473684210527)	(5.0, 0.5043859649122807)	(6.0, 0.3684210526315789)	(7.0, 0.5526315789473684)	(8.0, 0.3508771929824561)	(9.0, 0.4736842105263158)	('>10', 8.921052631578947)	('>50', 2.267543859649123)	('>100', 1.9122807017543861)	('>500', 2.93859649122807)	('>1k', 6.469298245614036)	('>5k', 0.0)	('>10k+', 71.35087719298245)
SRR3216932_1	(1.0, 2.212432697014195)	(2.0, 2.1928536465981403)	(3.0, 1.5565345080763582)	(4.0, 0.861478218306412)	(5.0, 0.8321096426823299)	(6.0, 0.23494860499265785)	(7.0, 0.6167400881057269)	(8.0, 0.6265296133137542)	(9.0, 0.1762114537444934)	('>10', 3.2990699951052376)	('>50', 1.1943220753793442)	('>100', 3.4361233480176208)	('>500', 0.0)	('>1k', 82.76064610866372)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216933_1	(1.0, 1.695340951902549)	(2.0, 0.9795303277659173)	(3.0, 0.6655782996358156)	(4.0, 0.5190673531751016)	(5.0, 0.3348821633387752)	(6.0, 0.32651010925530577)	(7.0, 0.4688350286742853)	(8.0, 0.26790573067102014)	(9.0, 0.33906819038050984)	('>10', 7.8739168655029514)	('>50', 2.0971995479090797)	('>100', 3.424170120138976)	('>500', 0.0)	('>1k', 20.19758047636988)	('>5k', 0.0)	('>10k+', 60.810414835279836)
SRR3216934_1	(1.0, 1.2869957100143)	(2.0, 0.9186636044546519)	(3.0, 0.5329982233392556)	(4.0, 0.4506651644494518)	(5.0, 0.5416648611171296)	(6.0, 0.28599904666984444)	(7.0, 0.3943320188932704)	(8.0, 0.41599861333795557)	(9.0, 0.15599948000173333)	('>10', 4.853317155609481)	('>50', 1.0833297222342593)	('>100', 1.2046626511244962)	('>500', 9.034969883433721)	('>1k', 4.3766520778264075)	('>5k', 22.359925466915108)	('>10k+', 52.103826320578925)
SRR3216935_1	(1.0, 4.8893685914732865)	(2.0, 3.324338909875877)	(3.0, 1.5866162978953051)	(4.0, 1.3383702104695088)	(5.0, 0.9174311926605505)	(6.0, 0.8418780356179169)	(7.0, 0.4155423637344846)	(8.0, 0.4749055585536967)	(9.0, 0.48569886670264434)	('>10', 8.014031300593633)	('>50', 7.4581759309228275)	('>100', 28.494333513221804)	('>500', 10.399352401511063)	('>1k', 31.359956826767405)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216936_1	(1.0, 4.739753583102841)	(2.0, 2.765903947699271)	(3.0, 1.7726929846618051)	(4.0, 1.056072416394267)	(5.0, 1.4458134272064371)	(6.0, 0.5280362081971335)	(7.0, 0.6160422428966558)	(8.0, 0.6034699522252954)	(9.0, 0.1131506160422429)	('>10', 11.013326628111642)	('>50', 6.751320090520493)	('>100', 22.592406336434497)	('>500', 17.877797334674376)	('>1k', 28.12421423183304)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216937_1	(1.0, 2.4897643023127145)	(2.0, 1.4606617240234592)	(3.0, 0.9627088635609163)	(4.0, 1.0180369591678653)	(5.0, 0.8022573863007636)	(6.0, 0.9295120061967467)	(7.0, 0.5034856700232379)	(8.0, 0.5754121943122718)	(9.0, 0.3983622883700343)	('>10', 5.317029987827819)	('>50', 2.8770609715613586)	('>100', 11.757220316476708)	('>500', 8.03917229168972)	('>1k', 30.15934491534801)	('>5k', 32.70997012282837)	('>10k+', 0.0)
SRR3216938_1	(1.0, 3.3717277486910993)	(2.0, 2.387434554973822)	(3.0, 1.5078534031413613)	(4.0, 1.424083769633508)	(5.0, 1.0471204188481675)	(6.0, 0.5026178010471204)	(7.0, 0.2931937172774869)	(8.0, 0.6701570680628272)	(9.0, 0.3769633507853403)	('>10', 2.9528795811518327)	('>50', 1.5916230366492146)	('>100', 19.434554973821992)	('>500', 17.968586387434556)	('>1k', 46.47120418848167)	('>5k', 0.0)	('>10k+', 0.0)
