Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR3217115_1	(1.0, 1.6947287333553427)	(2.0, 1.2325299878947946)	(3.0, 0.6272697259821723)	(4.0, 0.3521514251127985)	(5.0, 0.38516562121712333)	(6.0, 0.3961703532518983)	(7.0, 0.38516562121712333)	(8.0, 0.4401892813909981)	(9.0, 0.3961703532518983)	('>10', 5.491361285352701)	('>50', 3.840651480136459)	('>100', 5.590403873665676)	('>500', 8.011444921316166)	('>1k', 0.0)	('>5k', 71.15659733685484)	('>10k+', 0.0)
SRR3217116_1	(1.0, 2.9625639644492323)	(2.0, 2.1869108537570696)	(3.0, 1.405871263129545)	(4.0, 1.0126582278481013)	(5.0, 1.1580931861028816)	(6.0, 0.6463775922434689)	(7.0, 0.6786964718556423)	(8.0, 0.8618367896579585)	(9.0, 0.38782655534608135)	('>10', 6.813897118233235)	('>50', 3.2534338809587933)	('>100', 10.282790196606516)	('>500', 13.784002154591974)	('>1k', 18.362510099649878)	('>5k', 36.20253164556962)	('>10k+', 0.0)
SRR3217117_1	(1.0, 2.2743527392361607)	(2.0, 1.0871120011443283)	(3.0, 1.0728078958661136)	(4.0, 0.9154627378057503)	(5.0, 0.6436847375196681)	(6.0, 0.3432985266771564)	(7.0, 0.7009011586325276)	(8.0, 0.22886568445143757)	(9.0, 0.6436847375196681)	('>10', 6.07924474324131)	('>50', 3.7762837934487195)	('>100', 4.191102846516951)	('>500', 8.91145758832785)	('>1k', 69.13174080961237)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217118_1	(1.0, 3.5878993018828007)	(2.0, 2.1662788237782946)	(3.0, 1.3708483181722022)	(4.0, 0.7785064522953247)	(5.0, 0.7192722657076369)	(6.0, 0.5331076792891898)	(7.0, 0.6219589591707214)	(8.0, 0.710810239052253)	(9.0, 0.7996615189337846)	('>10', 8.973979268034695)	('>50', 8.495874762005501)	('>100', 19.76729426697694)	('>500', 8.614343135180876)	('>1k', 17.723714829701713)	('>5k', 25.136450179818066)	('>10k+', 0.0)
SRR3217119_1	(1.0, 1.9849853670950504)	(2.0, 1.221529456673877)	(3.0, 0.7634559104211732)	(4.0, 0.5089706069474488)	(5.0, 0.57259193281588)	(6.0, 0.6871103193790559)	(7.0, 0.7125588497264284)	(8.0, 0.9161470925054078)	(9.0, 0.6871103193790559)	('>10', 8.697035246214531)	('>50', 2.856597531492556)	('>100', 5.445985494337702)	('>500', 0.0)	('>1k', 22.19111846290877)	('>5k', 52.754803410103065)	('>10k+', 0.0)
SRR3217120_1	(1.0, 1.530069185737094)	(2.0, 0.8781266631186802)	(3.0, 0.7982969664715274)	(4.0, 0.8869966294128083)	(5.0, 0.5543728933830052)	(6.0, 0.37253858435337944)	(7.0, 0.5277629945006209)	(8.0, 0.3547986517651233)	(9.0, 0.27940393826503457)	('>10', 5.011530956182367)	('>50', 1.303885045236828)	('>100', 0.9978712080894092)	('>500', 0.0)	('>1k', 40.75749512151854)	('>5k', 0.0)	('>10k+', 45.74685116196559)
SRR3217121_1	(1.0, 3.0286738351254483)	(2.0, 2.1505376344086025)	(3.0, 1.7204301075268817)	(4.0, 1.2903225806451613)	(5.0, 1.4336917562724014)	(6.0, 0.5376344086021506)	(7.0, 0.12544802867383512)	(8.0, 0.2867383512544803)	(9.0, 0.16129032258064516)	('>10', 0.913978494623656)	('>50', 0.0)	('>100', 10.53763440860215)	('>500', 0.0)	('>1k', 77.81362007168458)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217122_1	(1.0, 1.5150744826884948)	(2.0, 0.8846408053281815)	(3.0, 0.6100971071228837)	(4.0, 0.5694239666480247)	(5.0, 0.6355178199196706)	(6.0, 0.5490873964105953)	(7.0, 0.5694239666480247)	(8.0, 0.3253851237988713)	(9.0, 0.503330113376379)	('>10', 5.973867507244903)	('>50', 1.550663480603996)	('>100', 3.462301082922365)	('>500', 6.919518023285373)	('>1k', 0.0)	('>5k', 75.93166912400223)	('>10k+', 0.0)
SRR3217123_1	(1.0, 2.162331557505484)	(2.0, 1.5042306486994672)	(3.0, 0.940144155437167)	(4.0, 0.8774678784080225)	(5.0, 0.9923743862947874)	(6.0, 0.6894390473205891)	(7.0, 0.5849785856053484)	(8.0, 0.4178418468609631)	(9.0, 0.4700720777185835)	('>10', 5.411051916849472)	('>50', 0.7625613705212577)	('>100', 8.576203906821268)	('>500', 5.546850517079285)	('>1k', 71.06445210487831)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217124_1	(1.0, 2.087238300981669)	(2.0, 1.2262922133621375)	(3.0, 0.9149537757727864)	(4.0, 0.6607999491692347)	(5.0, 0.5083076532071036)	(6.0, 0.4384153508911268)	(7.0, 0.40029227690059405)	(8.0, 0.3812307399053277)	(9.0, 0.2859230549289958)	('>10', 8.056676303332592)	('>50', 2.3255075134224987)	('>100', 6.303014899768085)	('>500', 6.652476411347968)	('>1k', 12.599675953871081)	('>5k', 0.0)	('>10k+', 57.1591956031388)
SRR3217125_1	(1.0, 1.6853932584269662)	(2.0, 1.0062049304041591)	(3.0, 0.8552741908435352)	(4.0, 0.7378836156297166)	(5.0, 0.8385041086701325)	(6.0, 0.9055844373637431)	(7.0, 0.7043434512829113)	(8.0, 0.5366426295488849)	(9.0, 0.5282575884621834)	('>10', 8.175415059533792)	('>50', 2.1465705181955395)	('>100', 6.615797417407346)	('>500', 0.0)	('>1k', 19.084353513332214)	('>5k', 56.17977528089888)	('>10k+', 0.0)
SRR3217126_1	(1.0, 1.106249484025427)	(2.0, 0.5696359283414513)	(3.0, 0.383885082143152)	(4.0, 0.2641789812598035)	(5.0, 0.4746966069512094)	(6.0, 0.2724345744241724)	(7.0, 0.2889457607529101)	(8.0, 0.3302237265747544)	(9.0, 0.594402707834558)	('>10', 7.17411045983654)	('>50', 1.8451250722364403)	('>100', 1.1970610088334848)	('>500', 0.0)	('>1k', 0.0)	('>5k', 30.02972013539173)	('>10k+', 55.46933047139437)
SRR3217127_1	(1.0, 1.917776757005053)	(2.0, 1.3091410197519522)	(3.0, 1.1713367018833256)	(4.0, 0.8268259072117593)	(5.0, 0.574184657785944)	(6.0, 1.033532384014699)	(7.0, 0.3215434083601286)	(8.0, 0.45934772622875514)	(9.0, 0.3100597152044097)	('>10', 5.236564079007809)	('>50', 3.594395957740009)	('>100', 6.924666972898484)	('>500', 0.0)	('>1k', 76.32062471290767)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217128_1	(1.0, 1.6014823638409104)	(2.0, 1.2044206207398584)	(3.0, 0.43676791741115745)	(4.0, 0.4500033088478592)	(5.0, 0.4963271788763153)	(6.0, 0.31764939448084173)	(7.0, 0.46323870028456093)	(8.0, 0.31764939448084173)	(9.0, 0.6551518761167362)	('>10', 6.293428628151678)	('>50', 1.5154523195023493)	('>100', 8.245648865065185)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 78.0027794322017)
SRR3217129_1	(1.0, 1.5806552915314562)	(2.0, 1.2352140688788862)	(3.0, 0.5966712027635298)	(4.0, 0.8793049303883596)	(5.0, 0.8897728462263164)	(6.0, 0.5024599602219199)	(7.0, 0.5129278760598764)	(8.0, 0.9211765937401863)	(9.0, 0.37684497016643986)	('>10', 4.208102166858579)	('>50', 4.291845493562231)	('>100', 4.637286716214802)	('>500', 0.0)	('>1k', 79.3677378833874)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217130_1	(1.0, 4.026947624354168)	(2.0, 2.6542396920271503)	(3.0, 1.6715631648262588)	(4.0, 1.094114071522642)	(5.0, 0.8864350116502887)	(6.0, 1.0029378988957554)	(7.0, 0.7091480093202309)	(8.0, 0.7294093810150947)	(9.0, 0.8661736399554251)	('>10', 8.145071421335224)	('>50', 4.59933137473407)	('>100', 24.04011751595583)	('>500', 3.5761321041434506)	('>1k', 45.998379090264415)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217131_1	(1.0, 1.5694221887077011)	(2.0, 0.8200584409463663)	(3.0, 0.8624752568573852)	(4.0, 0.43359411820152705)	(5.0, 0.37703836365350174)	(6.0, 0.53727966820624)	(7.0, 0.8247714204920351)	(8.0, 0.7163728909416532)	(9.0, 0.5090017909322273)	('>10', 6.621736261664625)	('>50', 1.5552832500706948)	('>100', 4.87322085022151)	('>500', 2.6015647092091623)	('>1k', 30.356301253652557)	('>5k', 0.0)	('>10k+', 47.341879536242814)
SRR3217132_1	(1.0, 0.8416108039340411)	(2.0, 0.44037774624455645)	(3.0, 0.2568870186426579)	(4.0, 0.40123305768948475)	(5.0, 0.15902529725497871)	(6.0, 0.16147184028967068)	(7.0, 0.23976121739981404)	(8.0, 0.17615109849782257)	(9.0, 0.19816998581005038)	('>10', 6.434408181239908)	('>50', 3.019034104809904)	('>100', 1.2917747223173655)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 86.38009492586974)
SRR3217133_1	(1.0, 0.8999044794127997)	(2.0, 0.512794731285506)	(3.0, 0.3167261575586949)	(4.0, 0.3016439595797094)	(5.0, 0.20109597305313964)	(6.0, 0.12065758383188377)	(7.0, 0.10557538585289829)	(8.0, 0.20109597305313964)	(9.0, 0.04524659393695641)	('>10', 6.3898245437635115)	('>50', 1.0607812578553115)	('>100', 5.148056910160374)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 84.69659645065607)
SRR3217134_1	(1.0, 1.3209740972805373)	(2.0, 0.8139009107938763)	(3.0, 0.46508623473935795)	(4.0, 0.2971384277501453)	(5.0, 0.2906788967120987)	(6.0, 0.09689296557069957)	(7.0, 0.3165170208642853)	(8.0, 0.3875718622827983)	(9.0, 0.17440733802725922)	('>10', 7.641625218009172)	('>50', 1.8086686906530585)	('>100', 3.255603643175505)	('>500', 2.777598346360054)	('>1k', 4.805891092306699)	('>5k', 0.0)	('>10k+', 75.54744525547446)
SRR3217135_1	(1.0, 1.3829787234042552)	(2.0, 1.0106382978723405)	(3.0, 1.1436170212765957)	(4.0, 0.8156028368794326)	(5.0, 1.0638297872340425)	(6.0, 0.9574468085106382)	(7.0, 0.5585106382978724)	(8.0, 0.425531914893617)	(9.0, 0.39893617021276595)	('>10', 3.882978723404255)	('>50', 0.0)	('>100', 1.5602836879432624)	('>500', 0.0)	('>1k', 86.79964539007092)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217136_1	(1.0, 3.757926543814104)	(2.0, 2.2641188236796186)	(3.0, 1.2256883857513725)	(4.0, 0.9873600885219389)	(5.0, 0.8298931778524918)	(6.0, 0.6383793675788398)	(7.0, 0.774566965995659)	(8.0, 0.7149848916883006)	(9.0, 0.6128441928756863)	('>10', 10.61837681406137)	('>50', 6.715750946929395)	('>100', 17.917180916712773)	('>500', 21.35166191428693)	('>1k', 5.741158445759033)	('>5k', 25.850108524492487)	('>10k+', 0.0)
SRR3217137_1	(1.0, 1.6951512409064011)	(2.0, 1.0860106512583103)	(3.0, 0.6683142469281911)	(4.0, 0.5847749660621672)	(5.0, 0.31327230324758953)	(6.0, 0.31327230324758953)	(7.0, 0.3898499773747781)	(8.0, 0.41769640433011945)	(9.0, 0.3445995335723485)	('>10', 8.197291934978592)	('>50', 3.8393261164676806)	('>100', 11.598036826899648)	('>500', 0.0)	('>1k', 10.261408333043267)	('>5k', 0.0)	('>10k+', 60.29099516168331)
SRR3217138_1	(1.0, 1.6297036553023023)	(2.0, 1.1377176461544374)	(3.0, 0.5880770265595572)	(4.0, 0.4612368835761233)	(5.0, 0.2882730522350771)	(6.0, 0.29980397432448014)	(7.0, 0.2959603336280125)	(8.0, 0.36898950686089865)	(9.0, 0.27674213014567395)	('>10', 8.671253411231119)	('>50', 2.790483145635546)	('>100', 8.344543952031364)	('>500', 0.0)	('>1k', 13.944728446784794)	('>5k', 0.0)	('>10k+', 60.90248683553061)
SRR3217139_1	(1.0, 1.8892508143322475)	(2.0, 0.8686210640608035)	(3.0, 0.504885993485342)	(4.0, 0.5211726384364821)	(5.0, 0.40716612377850164)	(6.0, 0.2280130293159609)	(7.0, 0.4560260586319218)	(8.0, 0.43431053203040176)	(9.0, 0.34201954397394135)	('>10', 6.737242128121607)	('>50', 2.4104234527687294)	('>100', 3.9630836047774154)	('>500', 3.599348534201954)	('>1k', 22.38327904451683)	('>5k', 0.0)	('>10k+', 55.25515743756786)
SRR3217140_1	(1.0, 5.809025180752929)	(2.0, 3.8643729743206188)	(3.0, 2.5928696085764145)	(4.0, 1.4958863126402393)	(5.0, 0.9972575417601595)	(6.0, 1.1219147344801794)	(7.0, 0.9889470622454914)	(8.0, 0.9307737056428156)	(9.0, 0.5983545250560958)	('>10', 11.746862793983214)	('>50', 9.636000997257542)	('>100', 29.96343389013546)	('>500', 9.669242915316213)	('>1k', 20.58505775783263)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217141_1	(1.0, 1.0780086240689926)	(2.0, 0.5684045472363779)	(3.0, 0.529204233633869)	(4.0, 0.3528028224225794)	(5.0, 0.3430027440219522)	(6.0, 0.29400235201881614)	(7.0, 0.06860054880439044)	(8.0, 0.2352018816150529)	(9.0, 0.44100352802822423)	('>10', 6.654253234025872)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 89.43551548412387)	('>10k+', 0.0)
SRR3217142_1	(1.0, 5.448023582057748)	(2.0, 3.7361934865220015)	(3.0, 2.471854245835849)	(4.0, 1.3495755939908372)	(5.0, 1.136484710729126)	(6.0, 1.001527151330042)	(7.0, 1.0441453279823845)	(8.0, 0.48300600205987854)	(9.0, 0.6073090172958767)	('>10', 10.153780587420535)	('>50', 6.442447703945733)	('>100', 22.58763362574138)	('>500', 12.522640906346558)	('>1k', 31.015378058742055)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217143_1	(1.0, 3.7363657461127873)	(2.0, 1.6825249477837085)	(3.0, 1.0443258296588536)	(4.0, 0.7426317010907404)	(5.0, 0.7832443722441401)	(6.0, 0.45254119285216987)	(7.0, 0.6091900673009979)	(8.0, 0.6498027384543977)	(9.0, 0.5221629148294268)	('>10', 11.087259224878162)	('>50', 5.64516129032258)	('>100', 19.296820608029705)	('>500', 13.175910884195869)	('>1k', 0.0)	('>5k', 40.57205848224646)	('>10k+', 0.0)
SRR3217144_1	(1.0, 2.0968439256376996)	(2.0, 1.5045395590142672)	(3.0, 1.0376134889753565)	(4.0, 0.9165585819282318)	(5.0, 0.6917423259835711)	(6.0, 0.8041504539559013)	(7.0, 0.514483354950281)	(8.0, 0.3804582792909641)	(9.0, 0.5836575875486382)	('>10', 4.504971897968007)	('>50', 0.5706874189364461)	('>100', 7.743190661478599)	('>500', 8.914829226113273)	('>1k', 69.73627323821876)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217145_1	(1.0, 1.6342573438146464)	(2.0, 1.0619224934491795)	(3.0, 1.1791477037649978)	(4.0, 0.6343952558267825)	(5.0, 0.8964280788856709)	(6.0, 0.7447248655357882)	(7.0, 0.38615363398151975)	(8.0, 0.33098882912701694)	(9.0, 0.24824162184526274)	('>10', 4.020135153771894)	('>50', 1.1653565025513724)	('>100', 6.454282167976831)	('>500', 5.55785408909116)	('>1k', 41.070197214177355)	('>5k', 34.61591504620053)	('>10k+', 0.0)
SRR3217146_1	(1.0, 2.9391624967079273)	(2.0, 2.4545693968922833)	(3.0, 1.4379773505398998)	(4.0, 1.1377403213062944)	(5.0, 0.6057413747695549)	(6.0, 0.5372662628390835)	(7.0, 0.5530682117461154)	(8.0, 0.42138530418751646)	(9.0, 0.5688701606531472)	('>10', 4.914406110086911)	('>50', 3.434290229128259)	('>100', 11.609165130366078)	('>500', 15.880958651567026)	('>1k', 53.50539899920991)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217147_1	(1.0, 2.0707661834878905)	(2.0, 1.584586296929864)	(3.0, 1.5125596470694158)	(4.0, 1.224453047627622)	(5.0, 0.990366435581165)	(6.0, 0.37813991176735395)	(7.0, 0.6932565049068155)	(8.0, 0.36013324930224183)	(9.0, 0.16205996218600882)	('>10', 4.43864229765013)	('>50', 1.9267128837669938)	('>100', 6.4193751688124605)	('>500', 8.112001440532996)	('>1k', 70.12694697037904)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217148_1	(1.0, 2.594922976784552)	(2.0, 1.917986548058147)	(3.0, 1.3278368409633325)	(4.0, 1.1282273812106747)	(5.0, 0.8027771750922109)	(6.0, 0.6248643957474507)	(7.0, 0.5467563462790194)	(8.0, 0.45129095248426987)	(9.0, 0.468648296810588)	('>10', 4.907789108266435)	('>50', 2.5254935994792795)	('>100', 11.464525927533087)	('>500', 8.6439574745064)	('>1k', 62.59492297678455)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217149_1	(1.0, 2.8401911772784705)	(2.0, 2.175465582596275)	(3.0, 1.483271988133824)	(4.0, 0.9229247926166017)	(5.0, 1.071251991429984)	(6.0, 0.7251551941987584)	(7.0, 0.8075591935395264)	(8.0, 0.43948799648409603)	(9.0, 0.49442399604460796)	('>10', 3.713673570290611)	('>50', 3.395044772839642)	('>100', 10.48728231610174)	('>500', 16.365434269076527)	('>1k', 55.07883315936933)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217150_1	(1.0, 1.8735039587552935)	(2.0, 1.0495304732093538)	(3.0, 0.6490517400110477)	(4.0, 0.49714601362548333)	(5.0, 0.46032038298655864)	(6.0, 0.635242128521451)	(7.0, 0.2577794144724728)	(8.0, 0.5155588289449456)	(9.0, 0.5800036825630639)	('>10', 8.221322040139938)	('>50', 3.185417050266986)	('>100', 3.2130362732461797)	('>500', 0.0)	('>1k', 20.171239182471)	('>5k', 0.0)	('>10k+', 58.69084883078622)
SRR3217151_1	(1.0, 1.7050791127808682)	(2.0, 1.2426847771114804)	(3.0, 0.7802904414420924)	(4.0, 0.9825879632974497)	(5.0, 0.7224911494834187)	(6.0, 0.6068925655660717)	(7.0, 0.35402066324687526)	(8.0, 0.40459504371071453)	(9.0, 0.26009681381403077)	('>10', 3.7786287117982806)	('>50', 1.5967054403583556)	('>100', 4.905714904992413)	('>500', 5.902752691279532)	('>1k', 39.93931074344339)	('>5k', 36.81814897767502)	('>10k+', 0.0)
SRR3217152_1	(1.0, 1.696204012399836)	(2.0, 0.900742820377844)	(3.0, 0.7720652746095806)	(4.0, 0.6082938527226999)	(5.0, 0.38018365795168746)	(6.0, 0.24565713283032112)	(7.0, 0.2865999883020413)	(8.0, 0.46791834824823064)	(9.0, 0.42112651342340757)	('>10', 7.135754810785517)	('>50', 1.4856407556881324)	('>100', 5.644265075744283)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 79.95554775691642)
SRR3217153_1	(1.0, 1.2706855791962175)	(2.0, 0.8052600472813238)	(3.0, 0.5319148936170213)	(4.0, 0.42848699763593384)	(5.0, 0.3324468085106383)	(6.0, 0.6205673758865249)	(7.0, 0.41371158392434987)	(8.0, 0.4728132387706856)	(9.0, 0.4321808510638298)	('>10', 7.033096926713949)	('>50', 1.163563829787234)	('>100', 2.74822695035461)	('>500', 2.135047281323877)	('>1k', 0.0)	('>5k', 26.496010638297875)	('>10k+', 55.115986997635936)
SRR3217154_1	(1.0, 1.39073229845923)	(2.0, 0.761728893761902)	(3.0, 0.519360609383115)	(4.0, 0.5770673437590167)	(5.0, 0.7213341796987708)	(6.0, 0.311616365629869)	(7.0, 0.24236828437878702)	(8.0, 0.5078192625079346)	(9.0, 0.6751687921980495)	('>10', 4.743493565699118)	('>50', 1.4311270125223614)	('>100', 1.7081193375266892)	('>500', 4.5184373016331)	('>1k', 28.24744647700387)	('>5k', 53.644180275838195)	('>10k+', 0.0)
SRR3217155_1	(1.0, 3.4416511142825774)	(2.0, 2.503018992205511)	(3.0, 1.4326490284334175)	(4.0, 0.9441211988143594)	(5.0, 0.6586892084751345)	(6.0, 1.2844439565265122)	(7.0, 0.9605884290262379)	(8.0, 0.5708639806784499)	(9.0, 0.5434185969919859)	('>10', 8.272038643100231)	('>50', 7.40476451860797)	('>100', 16.769129432429466)	('>500', 11.296519925348557)	('>1k', 43.91810297507959)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217156_1	(1.0, 2.0455580865603644)	(2.0, 1.3029612756264237)	(3.0, 0.8473804100227791)	(4.0, 0.36446469248291574)	(5.0, 0.5466970387243736)	(6.0, 0.3826879271070615)	(7.0, 0.47835990888382685)	(8.0, 0.10933940774487472)	(9.0, 0.2050113895216401)	('>10', 8.797266514806378)	('>50', 2.3917995444191344)	('>100', 12.938496583143507)	('>500', 4.018223234624146)	('>1k', 7.302961275626424)	('>5k', 0.0)	('>10k+', 58.26879271070615)
SRR3217157_1	(1.0, 1.824892351855649)	(2.0, 1.1892556899733442)	(3.0, 0.799671929464835)	(4.0, 0.5741234365388559)	(5.0, 0.6493062675141822)	(6.0, 0.656141070330121)	(7.0, 0.4784361971157132)	(8.0, 0.43742738022008065)	(9.0, 0.6766454787779372)	('>10', 4.46312623880801)	('>50', 1.961588408174424)	('>100', 6.499897477957761)	('>500', 0.0)	('>1k', 35.20606930490055)	('>5k', 44.58341876836853)	('>10k+', 0.0)
SRR3217158_1	(1.0, 1.882432508594939)	(2.0, 1.0595727892690077)	(3.0, 0.8115876683762611)	(4.0, 0.653778955080877)	(5.0, 0.3945217832384602)	(6.0, 0.43960998703714144)	(7.0, 0.4339739615623063)	(8.0, 0.1352646113960435)	(9.0, 0.40579383418813053)	('>10', 7.918615792143381)	('>50', 2.074057374739334)	('>100', 5.461308685115257)	('>500', 3.5112438708222964)	('>1k', 17.443498844614776)	('>5k', 0.0)	('>10k+', 57.374739333821786)
SRR3217159_1	(1.0, 2.1482602118003027)	(2.0, 1.3111447302067574)	(3.0, 1.059001512859304)	(4.0, 1.048915784165406)	(5.0, 0.8068582955118508)	(6.0, 0.5446293494704992)	(7.0, 0.4942007060010085)	(8.0, 0.6454866364094806)	(9.0, 0.45385779122541603)	('>10', 5.698436712052446)	('>50', 1.643973777105396)	('>100', 10.206757438224912)	('>500', 7.5945537065052955)	('>1k', 66.34392334846193)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217160_1	(1.0, 2.8565478463087013)	(2.0, 1.8951095067856027)	(3.0, 1.1766339245427093)	(4.0, 0.8746659262087397)	(5.0, 0.6941793065148728)	(6.0, 0.5414598590816008)	(7.0, 0.5345180660164521)	(8.0, 0.610877789733088)	(9.0, 0.5310471694838776)	('>10', 7.524903682621222)	('>50', 3.606261497344764)	('>100', 13.900940612960328)	('>500', 8.725833882891951)	('>1k', 29.679636250043384)	('>5k', 26.847384679462706)	('>10k+', 0.0)
SRR3217161_1	(1.0, 1.4303111963309407)	(2.0, 0.9120825020081362)	(3.0, 0.5907807115279973)	(4.0, 0.41458295545824375)	(5.0, 0.336848651309823)	(6.0, 0.20210919078589382)	(7.0, 0.25393206021817427)	(8.0, 0.1243748866374731)	(9.0, 0.13992174746715727)	('>10', 6.454538387790532)	('>50', 2.7207006451947247)	('>100', 5.972585702070324)	('>500', 6.296478636022076)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 74.1507527271785)
SRR3217162_1	(1.0, 1.5586184790447952)	(2.0, 0.9696289766808237)	(3.0, 0.6851510537703341)	(4.0, 0.6250500841413575)	(5.0, 0.4607741004888212)	(6.0, 0.31252504207067877)	(7.0, 0.4487539065630259)	(8.0, 0.2564308037503005)	(9.0, 0.5048481448834041)	('>10', 8.518310762080294)	('>50', 1.1699655421107462)	('>100', 2.7686513342415258)	('>500', 0.0)	('>1k', 21.283756711274943)	('>5k', 0.0)	('>10k+', 60.43753505889895)
SRR3217163_1	(1.0, 4.747081712062257)	(2.0, 3.035019455252918)	(3.0, 2.0428015564202333)	(4.0, 2.178988326848249)	(5.0, 1.556420233463035)	(6.0, 0.933852140077821)	(7.0, 1.2256809338521402)	(8.0, 0.933852140077821)	(9.0, 1.575875486381323)	('>10', 12.392996108949417)	('>50', 6.031128404669261)	('>100', 14.280155642023345)	('>500', 0.0)	('>1k', 49.066147859922175)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217164_1	(1.0, 2.033138253401231)	(2.0, 1.299688378809759)	(3.0, 0.9234627954700919)	(4.0, 0.5016341111195561)	(5.0, 0.5510374705479972)	(6.0, 0.5700387626358592)	(7.0, 0.37242532492209474)	(8.0, 0.27361860606521243)	(9.0, 0.5472372121304249)	('>10', 6.962073420992628)	('>50', 2.838793037926579)	('>100', 7.6157178688150795)	('>500', 2.751387094322414)	('>1k', 19.586531884168124)	('>5k', 0.0)	('>10k+', 53.17321577867295)
SRR3217165_1	(1.0, 2.583457367637678)	(2.0, 1.4458856049330215)	(3.0, 1.1482032745056348)	(4.0, 1.275781416117372)	(5.0, 0.531575590048905)	(6.0, 0.8930469912821603)	(7.0, 0.5209440782479269)	(8.0, 0.5953646608547736)	(9.0, 0.5741016372528174)	('>10', 8.058685945141399)	('>50', 3.9230278545609183)	('>100', 4.465234956410802)	('>500', 0.0)	('>1k', 73.98469062300659)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217166_1	(1.0, 3.927555339671084)	(2.0, 2.303795711609187)	(3.0, 1.6237596280618973)	(4.0, 0.9437235445146069)	(5.0, 0.9541322600791062)	(6.0, 0.6453403649989592)	(7.0, 0.6557490805634585)	(8.0, 0.610644646450628)	(9.0, 0.5308444937894664)	('>10', 9.107626118936924)	('>50', 4.968426896121018)	('>100', 21.039483727708)	('>500', 4.760252584831032)	('>1k', 25.591562001249045)	('>5k', 22.337103601415585)	('>10k+', 0.0)
SRR3217167_1	(1.0, 4.00145130358161)	(2.0, 2.1873218265692222)	(3.0, 1.8193127040895662)	(4.0, 1.0366454154356501)	(5.0, 0.6738195200331727)	(6.0, 0.4353910744829731)	(7.0, 0.6168040221842119)	(8.0, 0.5805214326439642)	(9.0, 0.7930337428082724)	('>10', 11.563779609184678)	('>50', 9.09656352044783)	('>100', 28.48701601617167)	('>500', 8.438293681646194)	('>1k', 30.270046130720985)	('>5k', 0.0)	('>10k+', 0.0)
