Feature ID	Taxon	Consensus
b7fea23900943bf4fb5dda55e8528e76	d__Bacteria; p__Actinomycetota	0.533
b8095a4acb20ced3d6d8bfd392be9711	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales	0.6
b80ed6f912883a76812845d3a3f9088c	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b80fa2846ee5a430bd8cf619e8c127a9	d__Bacteria; p__Bacillota; c__Clostridia	0.55
b816047eb41076059e7f4f5b83fb7397	d__Bacteria	1.0
b81b5e80e36077d3d86f99dbf1509edf	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.9
b81cf1db8904761d2ffc69ed22c2cb0f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
b822537b235d9e39ba238121e7545692	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.55
b822620d38b86a0c3ea794c59f5d7980	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales	0.714
b8238a82bf460909ca62c6ff1a17b74f	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.571
b833fe2a05a4032325911b7e6c262d20	d__Bacteria; p__Bacillota	0.55
b8349bae1833fc06024f10d3a430b00f	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
b83956ba1b489aa31ddde1f478392908	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	1.0
b839b322b2863360d7fb2c47056fee4c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.7
b83e800389d9121bce040d4f336603e3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
b843b581c0fec45586a2afcfbc405ad4	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
b8485614d43fcc1f9d42e15e70177fbb	d__Bacteria; p__Bacillota	0.55
b84d9e48a415d870561fc839656b473d	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.583
b853d1439f8a50c8f19556a3162c437d	d__Bacteria; p__Bacillota; c__Clostridia	0.545
b857be6555cac1121b69b01510be4d04	d__Bacteria; p__Bacillota	0.55
b858eebadf1cf123b594806a2500c00c	d__Bacteria; p__Bacillota; c__Clostridia	0.615
b85ac1964526544df0988f9430d72601	d__Bacteria; p__Bacillota; c__Clostridia	0.667
b8655740c1bd90bb33be523520b87a8f	d__Bacteria	1.0
b8670430775004a5467bdb597086b63b	d__Bacteria; p__Bacillota; c__Clostridia	0.6
b8678a099c70b95f3bfb7b338cb16ee3	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
b86ec148cafe82453bf686bc5a8922f4	d__Bacteria	1.0
b8721b8b0e07b6f1b463dc3681fcca7f	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.588
b879308412adad9b23c99e5d1a62b4aa	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.727
b87a41c41973935c36b5c40ce3084f45	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b87e8a0cfa2b110cb4f6150bd15d276b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
b87fc08850405f44bea1a4a505ed17f1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
b8801e9faf9a9f72d04a1591c5e367e5	d__Bacteria; p__Actinomycetota	0.647
b8865bd41b0ec0346c982497b91623e8	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
b88a36ca9660abfc4672cb2dd38f85bd	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b88a7de557adfb1ab6e0ea4a4b439168	d__Bacteria; p__Bacillota; c__Clostridia	0.6
b88f822a31e7bfc499c291d289502840	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	1.0
b890435bb91bebd005b0bdf6ef065f5f	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.533
b891b88eda5cfdf2745644c67a719c68	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9	0.667
b891fb97a50071e17f3cac75b77312fe	d__Bacteria; p__Bacillota; c__Clostridia	0.688
b892f7f895363041199950c3c80c07f9	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
b896f3cf5fc520f218294301a2120522	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
b8990df5eebe4e7d4252c2dbd0637ec6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
b899990bdfac19ac119089c9bb56b0b3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
b89a5750ec5f6e0128b04e59e6016d0e	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.692
b89c053e019cefc48a7910606ed96541	d__Bacteria; p__Bacillota; c__Clostridia	0.688
b89c46a7b6ec4cd7d56400cb17e24055	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales	0.6
b8a369eb3403321357cb5c1da0b98b7b	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.556
b8a3a3c453c124b941948de4dd08360d	d__Bacteria; p__Bacillota	0.55
b8a62348b7c542b4e7f94bf0ccb486d6	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae	1.0
b8a67a0764d1688a525cc8560ee6d813	d__Bacteria	1.0
b8afb8d30dd315f4ba4e8ad07bebc412	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae	0.55
b8b1a65283837d80f2dde4098927a1e6	d__Bacteria; p__Bacillota	0.55
b8b2c725691c05548babf420c9a31ee3	d__Bacteria; p__Bacillota; c__Clostridia	0.6
b8b772834220bd49b335f9031f2cc5f7	d__Bacteria; p__Bacillota; c__Clostridia	0.6
b8ba8f7a8bade720e87ca59fc4ab7fdb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	1.0
b8c30fa04a281cb4d380978f4e8df531	d__Bacteria; p__Actinomycetota	1.0
b8c5011b1a285a9d1d90caa2a3f7ad2b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	1.0
b8c5828ad72c849b3d8ec22efbce091c	d__Bacteria; p__Actinomycetota; c__Actinobacteria	1.0
b8c6493ce6d8a3d61b724ad1926d1c23	d__Bacteria; p__Bacillota	1.0
b8c804e73bd7b96d1407eb34ab4f27d2	d__Bacteria; p__Bacillota	0.55
b8d3be13c8739f9dbc450eaeca19ef9b	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.667
b8d854dd223becdc7205fcf7876b1562	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
b8dab1270b9e1ade55f2ea34201bec75	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales	0.643
b8dbb67c52a9f65eb6869dc313dde272	d__Bacteria	1.0
b8eb354aea4dcd7f834c3de15c6627b6	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI	0.667
b8eb95fa1c821958bf0227ca2136c392	d__Bacteria; p__Bacillota; c__Clostridia	0.571
b8ee2094749c9be88af0a90b99f6c732	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
b8ee5b96e95447d8edd9b5d2bc83cb03	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b8ef01c2cc1e149a129f0d54552a9031	d__Bacteria	1.0
b8ef803fd778e58981d5cb7690f16c82	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
b8f4e2dd6bf752e7ba43a52d93502895	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
b8f5c88b1288f0efad84a970ac82f2d8	d__Bacteria	1.0
b8fda52495b416ad9ac18dc27d86c9cc	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
b903e690bdeca1c7061f70e58aaf74fb	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.55
b907f80a852a9b425fa7a5e7fb39a03a	d__Bacteria; p__Bacillota	0.55
b90984e2e4a730b69a1d2786d7e20cb4	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.75
b90d7596a8650920ff7c028afc200c5a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.55
b90e7a315f2b5afc2491176a8b587be4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Incertae_Sedis	0.625
b90f1ee807ec7a77cdbea9226902b459	d__Bacteria	1.0
b91ac199c12295349ec1497c098e292e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	1.0
b91b00813271284c82f6ffec28d85b00	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.8
b921777d846e1c789ee98260f6729e0f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
b9231077c6b0f55afbc6e6ffd65de86a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	0.75
b9248330ee012a3a4c7066b61e0cf291	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
b92a321da5b66c2a0beaa36e6bd96c31	d__Bacteria; p__Thermodesulfobacteriota; c__Desulfuromonadia; o__Desulfuromonadales	0.7
b93a9e94b6d56d7e4dd2abfbdd797451	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	1.0
b93b567bdb40bbf0ac9c80d1ab064d95	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
b93d63671b6045362f9f9f8d254b857d	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
b93f67ea8c26aab9ce8437d91690ac64	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.7
b940f37c2a50b4684d0218e0f8b22a2c	d__Bacteria; p__Bacillota; c__Clostridia	0.6
b941bc8cb6b319fe775a64d49894e5b0	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.75
b944e446e87fa7a72fe2cccb95deee14	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.556
b9465afae4ca5546cecba0ebb216529c	d__Bacteria; p__Actinomycetota	0.55
b946e84de46524b448eb0e7adff0db51	d__Bacteria; p__Bacillota	0.55
b94769eb72718a0c512ade94384e3902	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.85
b948ae96c8bb8355040770ccac701945	d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.692
b94f52a9f0f15318cd1d024cbf457ff7	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.833
b952863dd9a73d27276cf9e86bfae031	d__Bacteria; p__Bacillota	0.55
b953ac3c6973b5a557774d4b2d005d48	d__Bacteria; p__Bacillota; c__Bacilli	1.0
b953acbf11fb11fcc98455acce5074f3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.65
b954846277158a0fe36a6b8348fb8437	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae	0.65
b955073896ad0d55c372413d92c74d93	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.65
b95a7528d58caaa4b21a38aca9387444	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	0.75
b95b4f987e2ed256a583cb0c5d07eaca	d__Bacteria; p__Bacillota; c__Bacilli	0.529
b95cca3b63a5b3c79faec174b7a7cf06	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
b95dd6b935ff2d3fee779c40b4b976d2	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.833
b95e861081581818c1a5d3bb0b4b97fb	d__Bacteria	1.0
b965d53100b69afcfe70fdc17d58075c	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.909
b967c5091ec6e2d9709e31ab053700cb	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
b96bb3eec95c1ce0dc32bbab48db99b2	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	1.0
b9724a957f37e3f69842ad1f1773c53f	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
b9763e0afe4334c80b64afabb13b1e9f	d__Bacteria; p__Bacillota; c__Clostridia	0.55
b9781e39f4300fcfc6d995cf5df79388	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.692
b97d9f8a9384f56ea189917463e0db0a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
b98056191dadeaa206718de617613d7e	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera	1.0
b984446a4a7dba339d9c876a7b342202	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.65
b9854293378d185794381827279931ff	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales	0.818
b98811d7d10d157b107ad049871bc699	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Pedosphaerales; f__Pedosphaeraceae	1.0
b98aa98d03c1753f1b7cfb66a9bbd372	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus	0.6
b98b0b80d8aea3137f895e726474ede0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Pedosphaerales; f__Pedosphaeraceae	0.667
b98d9994ac51ede90f0222daa253ba4d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9
b98f8c87cd3159b66ec0a418919be624	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
b995a9690f3b29b6584f32b5fc96ba6e	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.75
b9967eb4234ac1d798631296b715390a	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.769
b9967f34d909d577e5456047a3715908	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b9977b5396f7f503f8697c8efafd511f	d__Bacteria; p__Bacillota	0.55
b998f92768527a896f2db4acb5325111	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
b99d2d8000aaf222feb66d8d88c9136d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.75
b9a219d5f7de37067531adb3c8b5ceb5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.667
b9a7b0216813d589adf659fcb759c3e3	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales	0.526
b9a8c1431b19b9bfc38e7881372bf08f	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales-Tissierellales	0.667
b9ac155d49e79af8e4598b6a4cd2a580	d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.7
b9ae27264366f438df92d8c7d1d0432e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
b9be0c3d0d506a8f6fb5f390ccd93a54	d__Bacteria	1.0
b9c140a712075e8f82659ff9da0b7824	d__Bacteria	1.0
b9c3a758c2b7bc19e95716079eb135fd	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	1.0
b9cd29af708534899e0b6c795258405a	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b9cd2abf186e5d560763868fc67cd931	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.769
b9cd9d804eb72dedc25d9215c73d0e30	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales	0.55
b9ced9bbc36e66832ca69cbfdf947a3f	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.833
b9cff54dcb36240fb71aad70a7e7736d	d__Bacteria	1.0
b9dce1a4f263b2a77437d7b3466a84a9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Incertae_Sedis	0.571
b9ed32d07f726423612fcac44c406223	d__Bacteria; p__Bacillota; c__Bacilli	0.55
b9f7ad35c5e03403838cdf5826e3eee0	d__Bacteria; p__Actinomycetota	0.55
b9f959690361d9ec39c4a3396f4b8803	d__Bacteria; p__Bacillota; c__Clostridia	0.55
b9fc892b6692e50c3ac366e1c9378b90	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
b9ff297935916d06235a17250688f485	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae	0.8
ba065b8f646e80d001eff5674260061d	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.583
ba0cb9982ba357f8d587d2d8a6d52e84	d__Bacteria; p__Planctomycetota; c__Phycisphaerae	1.0
ba0d119de788a42dc3dd675b4ed87ef1	d__Bacteria; p__Bacillota; c__Clostridia	0.6
ba1194b0cd1bca001a07c60452b8c90b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
ba1326cafbcc8fc2d45104e419791f4c	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales	1.0
ba14674a604faae7a83e0ab9d7151dcd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	1.0
ba15ddbeefa7b80fb0ddd3b4355fa5cb	d__Bacteria	1.0
ba1bd1f35ade220433ba28e9d448fed5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.95
ba1d4255c01a2148183cb2d49233becc	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
ba217420be4299bc0b0f85fb25429370	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales	0.583
ba2236c86468fb0a95f8ef37e2b64c71	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.556
ba243e068771777b6df75f91cca87cd3	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
ba2617ef7c670e560d7946b61c9be319	d__Bacteria	1.0
ba28e39374bf273ebf1c426bb25230f4	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium	0.538
ba2a098f3674dd450b4b3341af0228b1	d__Bacteria; p__Actinomycetota	0.55
ba3373e68e04439f85204624cadb39c1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.55
ba33e8a535b5c64c500ef9755ad5c00e	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.615
ba34ee6b8961a070cebd685c2ee17896	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales	1.0
ba374796cac3952419fee8b84691c672	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	1.0
ba40cdfb97fbc88245f81b360e20416b	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales	0.636
ba45cc9c479ab8d361d86279dd54108f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.7
ba505ef2e1b6a22fb87c7db620ec2661	d__Bacteria; p__Thermodesulfobacteriota; c__Desulfuromonadia	0.625
ba5461125423602e06e3e0b62d0a2afe	d__Bacteria; p__Bacillota; c__Clostridia	0.6
ba5462fd8e6954616d8f3cf0a28e8fe0	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.85
ba5582a18a0813771e144831d0cff2ce	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
ba5709d840f26c38c4ea726ffddaf918	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadia; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Incertae_Sedis	0.562
ba581c676e5040a48a00187a0163231b	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.909
ba5b1e7600b17baccf54dcc35bf33492	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomataceae; g__Dyadobacter	1.0
ba5c50f3598f8b87e9ecfe41a51ddcd8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.778
ba625e541cf5c05a1e8d6e4ecfdbc300	d__Bacteria; p__Bacillota	0.55
ba6544feacb5950497f4933702122ed9	d__Bacteria	1.0
ba673c958da8e9385196463c6ef87a4a	d__Bacteria; p__Bacillota; c__Clostridia	0.6
ba6865365b649d503b8b50d114e0694a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.714
ba6968cd182cb9726cabab9a246fa8bd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Incertae_Sedis	1.0
ba73d2437ad9b84d2e6ac0002a8231fc	d__Bacteria	1.0
ba7ea8b8f955d3e75b9cdb9a5cf1b883	d__Bacteria; p__Bacillota	0.6
ba7f3f9e79672bdc5eb7829a55ccd9ad	d__Bacteria; p__Bacillota	0.55
ba8b131dc67e9d268b5aafa9f27781cf	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.909
ba8b595799e8b29aa8a91a3496ca9a6d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales	0.65
ba8bca241d309d2e433766bbab530d4d	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
ba92e524c8b3eb15e1dfc0326383e809	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.7
ba92f267e93fccdb65803eb070f1c5db	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.85
ba95ae7fabe447899d97c2dbfc7486ab	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.625
ba9a88b3476c2d5420828cbcd6a57fb9	d__Bacteria; p__Bacillota	0.55
ba9e62f4a4505d20ab711241fe25315f	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
baa11d2c35b4e304f149a68b72f46255	d__Bacteria; p__Bacillota; c__Clostridia	0.6
baa32815bb81feedcde59369dbecd0b7	d__Bacteria; p__Bacillota; c__Bacilli	1.0
baa531c8eb8d787d76186275fa98685a	d__Bacteria; p__Bacillota; c__Bacilli	0.55
baa5459238ec8aa64491a4625dd41a7c	d__Bacteria	1.0
baa92179fcedbd8b7bd5ae5ad9bc1a2e	d__Bacteria; p__Bacillota	0.55
baab44d47bf54a7bce6594372cc408f9	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
bab1d7836d35d0429fa822bb53cc56ec	d__Bacteria	1.0
bab562fb6ace7910af4a9d0d0ce79102	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.667
bab6543dcdc2b3c94e236321022d4d71	d__Bacteria; p__Actinomycetota; c__Actinobacteria	0.909
bab727aead750abea99848d1f7b760d7	d__Bacteria; p__Thermodesulfobacteriota; c__Desulfuromonadia	0.727
babaff6f70454630093ad0ef38eaca2c	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
babe77fccd08d91c140f37209e4bb5a5	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales	1.0
bac0ad12c15463eaebb571ae90a557c6	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.8
bac3715fe0aa7f1408b17cabf2bb9f91	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.95
bac9ba12ae5c2c301e39afa0d019513e	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales	0.95
baca8d209d9ad38f856cac4ab77ac5d5	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Chloroplast; f__Incertae_Sedis; g__Incertae_Sedis	1.0
bacbb46543c71414d5853b92f59dbdc0	d__Bacteria	1.0
bad8818cdcadf5269999181840f10b6a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9
badb31f19b04874f48bb77609d892075	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.667
bae0776891dade9267938c82611211a2	d__Bacteria; p__Bacillota; c__Clostridia	0.6
bae2bf3ce7158d3fdc62508346a349fb	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Pedosphaerales; f__Pedosphaeraceae	0.667
bae2c0629ce69d0b78cadd0615d096da	d__Bacteria	1.0
bae2f3182608eab3a172c9e243b64bf6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0.6
bae67a3f8b760d01ac5d851c35de517e	d__Bacteria; p__Bacillota; c__Clostridia	0.545
bae92b24533b899ed3973bf2ef19d6f3	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Pedosphaerales; f__Pedosphaeraceae	0.75
baed0c31cabfda8851f765dcbd1af0af	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
baed40d43040f47fb428738093bb2f4f	d__Bacteria; p__Bacillota	0.55
baf20a6d9d0aa6d11b424aa56dcd7756	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
baf6eafa70a8a0336f77e8aac95a317a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
bafaccde9b4ce058fd6eb51b5106efc2	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.95
bafbcb3d3bdb4cb7b3375e50ee43033b	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
bafc3fb11e691ab71ec6e05bc42c12ec	d__Bacteria	1.0
bb00e9f32a7ad532a6c3ed50dcb3d251	d__Bacteria; p__Bacillota; c__Clostridia	0.6
bb03e6ea99adcfcf8083ec2c9af114fb	d__Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.909
bb04513bff27261c8a20e9f788445038	d__Bacteria	1.0
bb06352abc19e2a6099f394dcae1394e	d__Bacteria; p__Bacteroidota; c__Bacteroidia	1.0
bb0ea976e8706325cf337a62ac836d9e	d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	1.0
bb16bdf669c608f9bed3ada08277c138	d__Bacteria	1.0
bb16cec8ef5389e342cd13b50c759487	d__Bacteria; p__Bacillota; c__Bacilli	0.55
bb18189257e1f37e0ffabc863ba06cd2	d__Bacteria	1.0
bb221f6dc3c048ed61763de34f2d78a3	d__Bacteria; p__Bacillota; c__Clostridia	0.55
